Index,Department,Physical,Bio,Food,Sports.Science,Day,Starting.Time,Ending.Time,Number.of.Credits,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,General,Special,Semester.Half,Lecturer.in.charge,Lecture.Time
679,Chemistry,1,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Structural Chemistry,CHE 353 1.0,CHE,CHE 353 1.0 Structural Chemistry,3,C3,Lecture,0,1,1,Dr. M Kartunaratne,08:00-08:50
682,Chemistry,1,1,0,0,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Spectroscopic Methods in Inorganic Chemistry,CHE 352 1.0,CHE,CHE 352 1.0 Spectroscopic Methods in Inorganic Chemistry,3,C3,Lecture,0,1,1,Prof. NT Perera,08:55-09:45
685,Chemistry,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Asymmetric Organic Synthesis,CHE 385 1.0,CHE,CHE 385 1.0 Asymmetric Organic Synthesis,3,C3,Lecture,0,1,1,Dr. Upul Kumarasinghe,10:15-11:05
688,Chemistry,1,1,0,0,Thursday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Biochemistry,CHE 371 1.0,CHE,CHE 371 1.0 Biochemistry,3,C3,Lecture,0,1,1,Prof. P Godakumbura,11:10-12:00
691,Chemistry,1,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Advanced Chemical Kinetics,CHE 361 1.0,CHE,CHE 361 1.0 Advanced Chemical Kinetics,3,C3,Lecture,0,1,1,Dr. Tharindu Senapathi,13:00-14:00
694,Chemistry,1,1,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Molecular Photochemistry,CHE 369 1.0,CHE,CHE 369 1.0 Molecular Photochemistry,3,C3,Lecture,0,1,1,Dr. S Rajapaksha,10:15-11:05
697,Chemistry,1,1,0,0,Friday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Diffraction Methods in Chemistry,CHE 365 1.0,CHE,CHE 365 1.0 Diffraction Methods in Chemistry,3,C3,Lecture,0,1,1,Prof. N Kottegoda,11:10-12:00
700,Chemistry,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Solid State Chemistry,CHE 476 1.0,CHE,CHE 476 1.0 Solid State Chemistry,4,C4,Lecture,0,1,1,Prof. N Kottegoda,10:15-11:05
703,Chemistry,1,1,0,0,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Polymer Chemistry,CHE 456 1.0,CHE,CHE 456 1.0 Polymer Chemistry,4,C4,Lecture,0,1,1,Prof. Thilini Gunasekara,11:10-12:00
706,Chemistry,1,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,New Trends in Organic Synthesis,CHE 401 1.0,CHE,CHE 401 1.0 New Trends in Organic Synthesis,4,C4,Lecture,0,1,1,Dr. Laksiri Weerasinghe,13:00-14:00
709,Chemistry,1,1,0,0,Monday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,1,Advanced Surface Chemistry,CHE 458 1.0,CHE,CHE 458 1.0 Advanced Surface Chemistry,4,C4,Lecture,0,1,1,Dr. L Palliyaguru,14:00-15:00
712,Chemistry,1,1,0,0,Monday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,1,Quality Control and Assurance,CHE 485 1.0,CHE,CHE 485 1.0 Quality Control and Assurance,4,C1,Lecture,0,1,1,Dr. Ushantha Jayalath,16:00-17:00
715,Chemistry,1,1,0,0,Tuesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Polymer Technology,CHE 464 1.0,CHE,CHE 464 1.0 Polymer Technology,4,C4,Lecture,0,1,1,Dr. Chandima Narangoda,08:00-08:50
718,Chemistry,1,1,0,0,Tuesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Chemistry of Plant products and their Applications in Industry,CHE 466 1.0,CHE,CHE 466 1.0 Chemistry of Plant products and their Applications in Industry,4,C4,Lecture,0,1,1,Prof. P Godakumbura,10:15-11:05
721,Chemistry,1,1,0,0,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Basic Chemical Engineering,CHE 461 1.0,CHE,CHE 461 1.0 Basic Chemical Engineering,4,C4,Lecture,0,1,1,VL,11:10-12:00
724,Chemistry,1,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Medicinal Chemistry,CHE 454 1.0,CHE,CHE 454 1.0 Medicinal Chemistry,4,C4,Lecture,0,1,1,Dr. Upul Kumarasinghe,13:00-14:00
727,Chemistry,1,1,0,0,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Supramolecular Chemistry,CHE 491 1.0,CHE,CHE 491 1.0 Supramolecular Chemistry,4,C4,Lecture,0,1,1,Dr. I Fernando,08:55-09:45
730,Chemistry,1,1,0,0,Wednesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Atmospheric Chemistry,CHE 498 1.0,CHE,CHE 498 1.0 Atmospheric Chemistry,4,C4,Lecture,0,1,1,Prof. C D Jayaweera,11:10-12:00
733,Chemistry,1,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Molecular Spectroscopy,CHE 457 1.0,CHE,CHE 457 1.0 Molecular Spectroscopy,4,C4,Lecture,0,1,1,Prof. N Kottegoda,13:00-14:00
736,Polymer Science,1,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,3,Polymeric Materials,PSC 104 3.0,PSC,PSC 104 3.0 Polymeric Materials,1,C2,Lecture,1,0,1,Prof. Laleen Karunanayake / Dr. Dammika Weerathunga,08:55-11:05
739,Polymer Science,1,1,0,0,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,NA,Tutorial,PSC T,PSC,PSC T Tutorial,2,T,Tutorial,1,0,1,NA,08:00-09:45
742,Polymer Science,1,1,0,0,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Polymer Blends and Composite,PST 301 1.0,PST,PST 301 1.0 Polymer Blends and Composite,3,C2,Lecture,1,0,1,Dr. Thusitha Etampawala,10:15-11:05
745,Polymer Science,1,1,0,0,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,1,Introduction to Engineering Materials,PST 313 1.0,PST,PST 313 1.0 Introduction to Engineering Materials,3,C2,Lecture,1,0,1,Dr. Sulashi Samarasinghe,11:10-12:00
748,Polymer Science,1,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,3,Polymeric Materials,PSC 104 3.0,PSC,PSC 104 3.0 Polymeric Materials,1,C1,Lecture,1,0,1,Prof. Laleen Karunanayake / Dr. Dammika Weerathunga,13:00-14:00
751,Polymer Science,1,1,0,0,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,NA,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,1,0,1,NA,14:00-15:00
754,Polymer Science,1,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,1,Polymer Kinetics,PSC 205 1.0,PSC,PSC 205 1.0 Polymer Kinetics,2,C2,Lecture,1,0,1,Dr. Madhubhashini Maddumaarachchi,08:55-09:45
757,Polymer Science,1,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Polymer Characterization,PSC 202 2.0,PSC,PSC 202 2.0 Polymer Characterization,2,C2,Lecture,1,0,1,Prof. Thilini Gunasekara,13:00-15:00
760,Polymer Science,1,1,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,NA,Tutorial,PSC T,PSC,PSC T Tutorial,2,T,Tutorial,1,0,1,NA,15:00-16:00
763,Polymer Science,1,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,PST P,PST,PST P Practicals,3,P,Practicals,1,0,1,NA,08:55-12:00
766,Polymer Science,1,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Polymers in Textile Industry,PSC 318 2.0,PSC,PSC 318 2.0 Polymers in Textile Industry,3,C3,Lecture,1,0,1,Dr. Sulashi Samarasinghe,13:00-15:00
769,Polymer Science,1,1,0,0,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,NA,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,1,0,1,NA,08:55-09:45
772,Polymer Science,1,1,0,0,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Polymer Degradation,PST 103 2.0,PST,PST 103 2.0 Polymer Degradation,1,C2,Lecture,1,0,1,Prof. Thilini Gunasekara,10:15-12:00
775,Polymer Science,1,1,0,0,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,NA,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,1,0,1,NA,17:00-17:45
778,Polymer Science,1,1,0,0,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,NA,Tutorial,PST T,PST,PST T Tutorial,2,T,Tutorial,1,0,1,NA,17:00-17:45
781,Polymer Science,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,NA,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,1,0,1,NA,10:15-11:05
784,Polymer Science,1,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,NA,Tutorial,PSC T,PSC,PSC T Tutorial,1,T,Tutorial,1,0,1,NA,13:00-15:00
787,Polymer Science,1,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Polymer Processing and Product Testing,PSC 206 2.0,PSC,PSC 206 2.0 Polymer Processing and Product Testing,2,C2,Lecture,1,0,1,Prof. Shantha Walpalage / Dr. Dammika Weerathunga,08:00-09:45
790,Polymer Science,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Introduction to Waste Water Treatment processes in Polymer Industry,PST 314 2.0,PST,PST 314 2.0 Introduction to Waste Water Treatment processes in Polymer Industry,3,C2,Lecture,1,0,1,Dr. Dammika Weerathunga,10:15-12:00
793,Polymer Science,1,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Environment and Polymer Industry,PST 315 1.0,PST,PST 315 1.0 Environment and Polymer Industry,3,NFC6,Lecture,1,0,1,Prof. S.D.M. Chinthaka,13:00-14:00
796,Polymer Science,1,1,0,0,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,NA,Tutorial,PST T,PST,PST T Tutorial,3,T,Tutorial,1,0,1,NA,14:00-15:00
799,Polymer Science,1,1,0,0,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,NA,Tutorial,PST T,PST,PST T Tutorial,1,T,Tutorial,1,0,1,NA,08:00-08:50
802,Polymer Science,1,1,0,0,Friday,1970-01-01T08:55:00Z,1970-01-01T16:00:00Z,NA,Practicals,PST P,PST,PST P Practicals,2,P,Practicals,1,0,1,NA,08:55-16:00
805,Polymer Science,1,1,0,0,Monday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA,08:55-12:00
808,Polymer Science,1,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA,13:00-16:00
811,Polymer Science,1,1,0,0,Tuesday,1970-01-01T08:55:00Z,1970-01-01T11:05:00Z,2,Polymer Industry and Its Environment Impact,PCH 364 2.0,PCH,PCH 364 2.0 Polymer Industry and Its Environment Impact,3,NFC6,Lecture,0,1,1,Prof. S.D.M. Chinthaka,08:55-11:05
814,Polymer Science,1,1,0,0,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,2,Advanced Concepts in Thermodynamics and Statistical Thermodynamics,PCH 371 2.0,PCH,PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics,3,NFC6,Lecture,0,1,1,Dr. Thusitha Etampawala,11:10-12:00
817,Polymer Science,1,1,0,0,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Polymers in Textile Industry,PCH 369 2.0,PCH,PCH 369 2.0 Polymers in Textile Industry,3,C3,Lecture,0,1,1,Dr. Sulashi Samarasinghe,13:00-15:00
820,Polymer Science,1,1,0,0,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,2,Organic Synthesis,PCH 370 2.0,PCH,PCH 370 2.0 Organic Synthesis,3,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka,15:00-16:00
823,Polymer Science,1,1,0,0,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,1,Molecular Modeling and Computational Chemistry,PCH 365 1.0,PCH,PCH 365 1.0 Molecular Modeling and Computational Chemistry,3,Online,Lecture,0,1,1,Dr. Ranga Jayakody,08:00-08:50
826,Polymer Science,1,1,0,0,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA,08:55-12:00
829,Polymer Science,1,1,0,0,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,NA,Practicals,PCH P,PCH,PCH P Practicals,3,P,Practicals,0,1,1,NA,13:00-16:00
832,Polymer Science,1,1,0,0,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,2,Organic Synthesis,PCH 370 2.0,PCH,PCH 370 2.0 Organic Synthesis,3,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka,16:00-17:00
835,Polymer Science,1,1,0,0,Thursday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,2,Advanced Concepts in Thermodynamics and Statistical Thermodynamics,PCH 371 2.0,PCH,PCH 371 2.0 Advanced Concepts in Thermodynamics and Statistical Thermodynamics,3,NFC6,Lecture,0,1,1,Dr. Thusitha Etampawala,08:00-08:50
838,Polymer Science,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Advanced Organic and Inorganic Spectroscopy,PCH 360 2.0,PCH,PCH 360 2.0 Advanced Organic and Inorganic Spectroscopy,3,NFC6,Lecture,0,1,1,Dr. Narangoda,10:15-12:00
841,Polymer Science,1,1,0,0,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,1,Degradable Polymer Technology,PCH 356 1.0,PCH,PCH 356 1.0 Degradable Polymer Technology,3,C2,Lecture,0,1,1,Prof. Thilini Gunasekara,14:00-15:00
844,Polymer Science,1,1,0,0,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Current Trends in Polymer Science,PCH 457 2.0,PCH,PCH 457 2.0 Current Trends in Polymer Science,4,NFC6,Lecture,0,1,1,All,13:00-15:00
847,Polymer Science,1,1,0,0,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,1,Analysis of Macromolecules,PCH 465 1.0,PCH,PCH 465 1.0 Analysis of Macromolecules,4,C3,Lecture,0,1,1,Dr. Madhubhashini Maddumaarachchi,10:15-11:05
850,Polymer Science,1,1,0,0,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Advanced Inorganic Polymers,PCH 462 1.0,PCH,PCH 462 1.0 Advanced Inorganic Polymers,4,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka,13:00-14:00
853,Polymer Science,1,1,0,0,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Advanced Polymer Materials,PCH 458 2.0,PCH,PCH 458 2.0 Advanced Polymer Materials,4,C2,Lecture,0,1,1,Dr. Sampath Gunathilaka,10:15-12:00
856,Polymer Science,1,1,0,0,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,1,Finite Element Analysis,PCH 456 1.0,PCH,PCH 456 1.0 Finite Element Analysis,4,C2,Lecture,0,1,1,Prof. Shantha Walpalage,13:00-14:00
859,Sports Science,0,0,0,1,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Basic Biochemistry,SSM 106 2.0,SSM,SSM 106 2.0 Basic Biochemistry,1,NFC6,Lecture,0,1,1,Dr. S. Weerasinghe,08:00-09:45
862,Sports Science,0,0,0,1,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1,General Anatomy I,SSM 125 1.0,SSM,SSM 125 1.0 General Anatomy I,1,O,Lecture,0,1,1,Dr. S. Weerasinghe,10:15-12:00
865,Sports Science,0,0,0,1,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Sports Biomechanics,SSM 108 2.0,SSM,SSM 108 2.0 Sports Biomechanics,1,NFC6,Lecture,0,1,1,Mr. K.P. Manawadu / Mr. K.P.I. Silva,13:00-15:00
868,Sports Science,0,0,0,1,Monday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,2,Aerobics for Health Promotion,SSM 192 2.0,SSM,SSM 192 2.0 Aerobics for Health Promotion,1,NFC6,Lecture,0,1,1,Ms. Kalani Harshala / Mr. D.S.L. Perera,15:00-17:00
871,Sports Science,0,0,0,1,Monday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,2,FMSA of Coordination Sports Hockey,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Hockey,2,O,Lecture,0,1,1,Dr. S.K. Fernando,08:00-11:05
874,Sports Science,0,0,0,1,Monday,1970-01-01T14:00:00Z,1970-01-01T17:00:00Z,2,FMSA of Coordination Sports Cricket,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Cricket,2,O,Lecture,0,1,1,Mr. L.H.M.P. De Silva,14:00-17:00
877,Sports Science,0,0,0,1,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Operations Research in Sports,SSM 367 2.0,SSM,SSM 367 2.0 Operations Research in Sports,3,NFC6,Lecture,0,1,1,Dr. H.P.N. Perera,10:15-12:00
880,Sports Science,0,0,0,1,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Financial Management,SSM 364 2.0,SSM,SSM 364 2.0 Financial Management,3,B2,Lecture,0,1,1,Ms. M.H. Kumaragamage,13:00-15:00
883,Sports Science,0,0,0,1,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1,Physiology I,SSM 124 1.0,SSM,SSM 124 1.0 Physiology I,1,O,Lecture,0,1,1,Dr. S. Weerasinghe,10:15-12:00
886,Sports Science,0,0,0,1,Tuesday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,1,Sports Sociology,SSM 155 1.0,SSM,SSM 155 1.0 Sports Sociology,1,NFC6,Lecture,0,1,1,Dr. S.K. Fernando,15:00-16:00
889,Sports Science,0,0,0,1,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,NA,Tutorial,SSM T,SSM,SSM T Tutorial,1,T,Tutorial,0,1,1,NA,16:00-17:00
892,Sports Science,0,0,0,1,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Financial Accounting,SSM 260 2.0,SSM,SSM 260 2.0 Financial Accounting,2,NFC6,Lecture,0,1,1,Dr. H.P.N. Perera,08:00-09:45
895,Sports Science,0,0,0,1,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Applied Sports and Ex. Psychol.,SSM 254 2.0,SSM,SSM 254 2.0 Applied Sports and Ex. Psychol.,2,NFC6,Lecture,0,1,1,Mrs. A.M.G.C.P. Adikari,10:15-12:00
898,Sports Science,0,0,0,1,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,2,Mixed Martial ArtsTaekwondo,SSM 294 2.0,SSM,SSM 294 2.0 Mixed Martial ArtsTaekwondo,2,O,Lecture,0,1,1,Miss. Shalini Bandara Dissanayake,13:00-16:00
901,Sports Science,0,0,0,1,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,NA,Practicals,SSM P,SSM,SSM P Practicals,3,P,Practicals,0,1,1,NA,08:00-09:45
904,Sports Science,0,0,0,1,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Sports for Special Population,SSM 388 2.0,SSM,SSM 388 2.0 Sports for Special Population,3,NFC6,Lecture,0,1,1,Mr. D.S.L. Perera / Dr. M.A.S. Udayanga,13:00-15:00
907,Sports Science,0,0,0,1,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,1,Introduction to Mathematical Software,SSM 111 1.0,SSM,SSM 111 1.0  Introduction to Mathematical Software,1,M1,Lecture,0,1,1,Dr. M.T.M. Perera / Mr. Chameera Ginige,10:15-12:00
910,Sports Science,0,0,0,1,Wednesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,1,FMSA Gymnastics,SSM 191 1.0,SSM,SSM 191 1.0 FMSA Gymnastics,1,O,Lecture,0,1,1,Ms. Chalanima Kariyawasam,13:00-16:00
913,Sports Science,0,0,0,1,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Exercise andSports Physiology,SSM 225 2.0,SSM,SSM 225 2.0 Exercise andSports Physiology,2,NFC6,Lecture,0,1,1,Mrs. A.M.G.C.P. Adikari / Dr. M.A.S. Udayanga,08:00-09:45
916,Sports Science,0,0,0,1,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Mixed Martial Arts Wrestling,SSM 294 2.0,SSM,SSM 294 2.0  Mixed Martial Arts Wrestling,2,O,Lecture,0,1,1,Mr. Hansaka Kapukotuwa / Mrs. Sandakan Tharaka,10:15-12:00
919,Sports Science,0,0,0,1,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,2,Mixed Martial Arts Wrestling,SSM 294 2.0,SSM,SSM 294 2.0  Mixed Martial Arts Wrestling,2,O,Lecture,0,1,1,Mr. Hansaka Kapukotuwa / Mrs. Sandakan Tharaka,13:00-14:00
922,Sports Science,0,0,0,1,Wednesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,1,LTAD,SSM 272 1.0,SSM,SSM 272 1.0  LTAD,2,NFC6,Lecture,0,1,1,Dr. M.A.S. Udayanga,14:00-15:00
925,Sports Science,0,0,0,1,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Dietetics,SSM 375 2.0,SSM,SSM 375 2.0 Dietetics,3,NFC6,Lecture,0,1,1,Dr. S. Weerasinghe,08:00-09:45
928,Sports Science,0,0,0,1,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Sport Org. Behaviour,SSM 366 2.0,SSM,SSM 366 2.0 Sport Org. Behaviour,3,NFC6,Lecture,0,1,1,Mr. A.L.K.R. Fernando / Ms. M.H. Kumaragamage,10:15-12:00
931,Sports Science,0,0,0,1,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Analytic Methods in Sports,SSM 374 2.0,SSM,SSM 374 2.0 Analytic Methods in Sports,3,NFC6,Lecture,0,1,1,Dr. R. Silva,13:00-15:00
934,Sports Science,0,0,0,1,Wednesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,1,Advanced Training Methods in Selected Sports,SSM 390 1.0,SSM,SSM 390 1.0 Advanced Training Methods in Selected Sports,3,NFC6,Lecture,0,1,1,Mr. K.P. Manawadu / Mr. L.H.M.P. De Silva,15:00-17:00
937,Sports Science,0,0,0,1,Thursday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,1,FMSA of Athletics II,SSM 189 1.0,SSM,SSM 189 1.0 FMSA of Athletics II,1,O,Lecture,0,1,1,Mr. L.H.M.P. De Silva,08:00-12:00
940,Sports Science,0,0,0,1,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,3,FMSA of Ball Games Basketball,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Basketball,1,O,Lecture,0,1,1,Mr. K.P.I. Silva,13:00-15:00
943,Sports Science,0,0,0,1,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Analytic Methods in Sports,SSM 203 2.0,SSM,SSM 203 2.0 Analytic Methods in Sports,2,NFC6,Lecture,0,1,1,Dr. R. Silva / Mr. K.P.I. Silva,08:00-09:45
946,Sports Science,0,0,0,1,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Strength and Conditioning,SSM 271 2.0,SSM,SSM 271 2.0 Strength and Conditioning,2,NFC6,Lecture,0,1,1,Mr. K.P. Manawadu,10:15-12:00
949,Sports Science,0,0,0,1,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,0,Professional Skills Development II,SSM 216 0.0,SSM,SSM 216 0.0 Professional Skills Development II,2,O,Lecture,0,1,1,Ms. L.Y.K. Mendis,13:00-15:00
952,Sports Science,0,0,0,1,Thursday,1970-01-01T08:00:00Z,1970-01-01T12:00:00Z,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,O,Lecture,0,1,1,Mr. D.S.L. Perera,08:00-12:00
955,Sports Science,0,0,0,1,Thursday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,NFC6,Lecture,0,1,1,Mr. D.S.L. Perera,13:00-14:00
958,Sports Science,0,0,0,1,Thursday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,NA,Tutorial,SSM T,SSM,SSM T Tutorial,3,T,Tutorial,0,1,1,NA,14:00-15:00
961,Sports Science,0,0,0,1,Friday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,3,FMSA of Ball Games Football,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Football,1,O,Lecture,0,1,1,Mrs. Sandakan Tharaka,08:00-11:05
964,Sports Science,0,0,0,1,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,3,FMSA of Ball Games Netball,SSM 190 3.0,SSM,SSM 190 3.0 FMSA of Ball Games Netball,1,O,Lecture,0,1,1,Mrs. Sandakan Tharaka,13:00-15:00
967,Sports Science,0,0,0,1,Friday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,2,Mixed Martial ArtsBoxing,SSM 294 2.0,SSM,SSM 294 2.0 Mixed Martial ArtsBoxing,2,O,Lecture,0,1,1,Mr. Gihan Maduwantha / Mr. Chameera Ginige,08:00-11:05
970,Sports Science,0,0,0,1,Friday,1970-01-01T14:00:00Z,1970-01-01T17:00:00Z,2,FMSA of Coordination Sports Baseball,SSM 293 2.0,SSM,SSM 293 2.0 FMSA of Coordination Sports Baseball,2,O,Lecture,0,1,1,Mr. Vihanga De Silva / Mr. L.H.M.P. De Silva,14:00-17:00
973,Sports Science,0,0,0,1,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,O,Lecture,0,1,1,Mr. D.S.L. Perera,08:00-09:45
976,Sports Science,0,0,0,1,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,2,Sport Ent. and Business Dev.,SSM 365 2.0,SSM,SSM 365 2.0 Sport Ent. and Business Dev.,3,NFC6,Lecture,0,1,1,Mr. A.L.K.R. Fernando,10:15-12:00
979,Sports Science,0,0,0,1,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,2,Practicum in Sports and Physical Education,SSM 352 2.0,SSM,SSM 352 2.0 Practicum in Sports and Physical Education,3,B2,Lecture,0,1,1,Mr. D.S.L. Perera,13:00-15:00
