Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Zoology,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Genetics and Molecular Biology,ZOO 231 2.0,ZOO,ZOO 231 2.0 Genetics and Molecular Biology,2,A1,Lecture,Dr. H. S. D. Fernando,10:15-12:00,General,Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Integrated Watershed Management,ZOO 347 1.0,ZOO,ZOO 347 1.0 Integrated Watershed Management,3,A1,Lecture,Dr. S. A. M. A. I. K. Senanayake,08:00-08:50,General,Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Integrated Watershed Management,ZOO 347 1.0,ZOO,ZOO 347 1.0 Integrated Watershed Management,3,A1,Lecture,Dr. S. A. M. A. I. K. Senanayake,08:00-08:50,Special,Biology
Zoology,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Environmental Physiology,ZOO 332 1.0,ZOO,ZOO 332 1.0 Environmental Physiology,3,A1,Lecture,Dr. F. S. Idroos,08:55-09:45,General,Biology
Zoology,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Environmental Physiology,ZOO 332 1.0,ZOO,ZOO 332 1.0 Environmental Physiology,3,A1,Lecture,Dr. F. S. Idroos,08:55-09:45,Special,Biology
Zoology,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Wildlife Management,ZOO 345 1.0,ZOO,ZOO 345 1.0 Wildlife Management,3,A1,Lecture,Prof. W. A. D. Mahaulpatha,10:15-11:05,General,Biology
Zoology,Monday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Wildlife Management,ZOO 345 1.0,ZOO,ZOO 345 1.0 Wildlife Management,3,A1,Lecture,Prof. W. A. D. Mahaulpatha,10:15-11:05,Special,Biology
Zoology,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Fundamentals of Microbial Ecology,ZOO 344 1.0,ZOO,ZOO 344 1.0 Fundamentals of Microbial Ecology,3,A1,Lecture,Snr. Prof. M. M. Pathmalal,11:10-12:00,General,Biology
Zoology,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Fundamentals of Microbial Ecology,ZOO 344 1.0,ZOO,ZOO 344 1.0 Fundamentals of Microbial Ecology,3,A1,Lecture,Snr. Prof. M. M. Pathmalal,11:10-12:00,Special,Biology
Zoology,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Fundamentals of Immunology,ZOO 343 1.0,ZOO,ZOO 343 1.0 Fundamentals of Immunology,3,A1,Lecture,Dr. K. V. K. Gunathilake,15:00-16:00,General,Biology
Zoology,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Fundamentals of Immunology,ZOO 343 1.0,ZOO,ZOO 343 1.0 Fundamentals of Immunology,3,A1,Lecture,Dr. K. V. K. Gunathilake,15:00-16:00,Special,Biology
Zoology,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Toxicology of Insecticides,ZOO 346 1.0,ZOO,ZOO 346 1.0 Toxicology of Insecticides,3,A1,Lecture,Dr. A. G. W. U. Perera,08:55-09:45,General,Biology
Zoology,Tuesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Toxicology of Insecticides,ZOO 346 1.0,ZOO,ZOO 346 1.0 Toxicology of Insecticides,3,A1,Lecture,Dr. A. G. W. U. Perera,08:55-09:45,Special,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Nutrition,ZOO 327 2.0,ZOO,ZOO 327 2.0 Nutrition,3,NFC3,Lecture,Dr. K. V. K. Gunathilake,13:00-15:00,General,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Nutrition,ZOO 327 2.0,ZOO,ZOO 327 2.0 Nutrition,3,NFC3,Lecture,Dr. K. V. K. Gunathilake,13:00-15:00,Special,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,3,P,Practicals,NA,08:55-12:00,General,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,3,P,Practicals,NA,08:55-12:00,Special,Biology
Zoology,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,3,P,Practicals,NA,13:00-16:00,General,Biology
Zoology,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,ZOO P,ZOO,ZOO P Practicals,3,P,Practicals,NA,13:00-16:00,Special,Biology
Zoology,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Molecular Systematics,ZOO 426 2.0,ZOO,ZOO 426 2.0 Molecular Systematics,4,SLH - Botany,Lecture,Snr. Prof. B. G. D. N. K. De Silva,13:00-15:00,Special,Biology
Zoology,NA,NA,NA,Applications of Microbial Ecology,ZOO 427 2.0,ZOO,ZOO 427 2.0 Applications of Microbial Ecology,4,SLH - Botany,Lecture,Snr. Prof. M. M. Pathmalal,NA-NA,Special,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Tetrapod Biology,ZOO 428 2.0,ZOO,ZOO 428 2.0 Tetrapod Biology,4,SLH - Botany,Lecture,Prof. W. A. D. Mahaulpatha,10:15-12:00,Special,Biology
Zoology,Saturday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Molecular Principles of Human Diseases,ZOO 414 2.0,ZOO,ZOO 414 2.0 Molecular Principles of Human Diseases,4,SLH - Botany,Lecture,Prof. L. D. C. Peiris,08:55-12:00,Special,Biology
Zoology,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Bio Intensive Integrated Pest Management,ZOO 425 2.0,ZOO,ZOO 425 2.0 Bio Intensive Integrated Pest Management,4,SLH - Botany,Lecture,Dr. A. G. W. U. Perera,10:15-12:00,Special,Biology
Zoology,NA,NA,NA,Mosquito Biology,ZOO 429 2.0,ZOO,ZOO 429 2.0 Mosquito Biology,4,SLH - Botany,Lecture,Dr. H. S. D. Fernando,NA-NA,Special,Biology
Zoology,Monday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Water Chemistry,ARM 110 1.0,ARM,ARM 110 1.0 Water Chemistry,1,A1,Lecture,Prof. S.D.M. Chinthaka,14:00-15:00,General,Biology
Zoology,Tuesday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Aquatic Invertebrates,ARM 109 1.0,ARM,ARM 109 1.0 Aquatic Invertebrates,1,A1,Lecture,Dr. K. N. M. Wijayathilaka,11:10-12:00,General,Biology
Zoology,Wednesday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Aquatic Vegetation,ARM 108 1.0,ARM,ARM 108 1.0 Aquatic Vegetation,1,A1,Lecture,Dr. I. U. Kariyawasam,08:00-08:50,General,Biology
Zoology,Wednesday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Ecology of Plankton & Benthos,ARM 107 1.0,ARM,ARM 107 1.0 Ecology of Plankton & Benthos,1,A1,Lecture,Dr. F. S. Idroos,08:55-09:45,General,Biology
Zoology,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Practicals,ARM P,ARM,ARM P Practicals,1,P,Practicals,NA,13:00-15:00,General,Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Inland Fisheries,ARM 206 1.0,ARM,ARM 206 1.0 Inland Fisheries,2,M1,Lecture,Prof. D. C. T. Dissanayake / Dr. F. S. Idroos,08:00-08:50,General,Biology
Zoology,Monday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,ARM P,ARM,ARM P Practicals,2,P,Practicals,NA,08:55-12:00,General,Biology
Zoology,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Culture Methods of Finfish & Shellfish,ARM 205 2.0,ARM,ARM 205 2.0 Culture Methods of Finfish & Shellfish,2,A1,Lecture,Dr. S. A. M. A. I. K. Senanayake,13:00-15:00,General,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Fish Genetics,ARM 207 1.0,ARM,ARM 207 1.0 Fish Genetics,2,B3,Lecture,Dr. K. V. K. Gunathilake,08:55-09:45,General,Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Integrated Watershed Management,ARM 311 1.0,ARM,ARM 311 1.0 Integrated Watershed Management,3,A1,Lecture,Dr. S. A. M. A. I. K. Senanayake,08:00-08:50,General,Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Integrated Watershed Management,ARM 311 1.0,ARM,ARM 311 1.0 Integrated Watershed Management,3,A1,Lecture,Dr. S. A. M. A. I. K. Senanayake,08:00-08:50,Special,Biology
Zoology,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Ecophysiology,ARM 310 1.0,ARM,ARM 310 1.0 Ecophysiology,3,A1,Lecture,Dr. F. S. Idroos,08:55-09:45,General,Biology
Zoology,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Ecophysiology,ARM 310 1.0,ARM,ARM 310 1.0 Ecophysiology,3,A1,Lecture,Dr. F. S. Idroos,08:55-09:45,Special,Biology
Zoology,Monday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Aquatic Vertebrate Conservation,ARM 312 1.0,ARM,ARM 312 1.0 Aquatic Vertebrate Conservation,3,F2,Lecture,Prof. W. A. D. Mahaulpatha,14:00-15:00,General,Biology
Zoology,Monday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Aquatic Vertebrate Conservation,ARM 312 1.0,ARM,ARM 312 1.0 Aquatic Vertebrate Conservation,3,F2,Lecture,Prof. W. A. D. Mahaulpatha,14:00-15:00,Special,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Nutrition,ARM 304 2.0,ARM,ARM 304 2.0 Nutrition,3,NFC3,Lecture,Dr. K. V. K. Gunathilake,13:00-15:00,General,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Nutrition,ARM 304 2.0,ARM,ARM 304 2.0 Nutrition,3,NFC3,Lecture,Dr. K. V. K. Gunathilake,13:00-15:00,Special,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Marine and Coastal Ecology,ARM 309 2.0,ARM,ARM 309 2.0 Marine and Coastal Ecology,3,F2,Lecture,Prof. R. R. M. K. P. Ranatunga,10:15-12:00,General,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Marine and Coastal Ecology,ARM 309 2.0,ARM,ARM 309 2.0 Marine and Coastal Ecology,3,F2,Lecture,Prof. R. R. M. K. P. Ranatunga,10:15-12:00,Special,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,ARM P,ARM,ARM P Practicals,3,P,Practicals,NA,08:55-12:00,General,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,ARM P,ARM,ARM P Practicals,3,P,Practicals,NA,08:55-12:00,Special,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Principles of Ecology,BIO 111 1.0,BIO,BIO 111 1.0 Principles of Ecology,1,A1,Lecture,Prof. R. R. M. K. P. Ranatunga,13:00-14:00,General,Biology
Zoology,Wednesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,BIO P,BIO,BIO P Practicals,1,P,Practicals,NA,08:55-12:00,General,Biology
Zoology,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Plant Form and Function,BIO 104 2.0,BIO,BIO 104 2.0  Plant Form and Function,1,A1,Lecture,Prof. W.T.P.S.K.Senarath,13:00-15:00,General,Biology
Zoology,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:45:00Z,Biological Statistics,BIO 110 1.0,BIO,BIO 110 1.0 Biological Statistics,1,NFC4,Lecture,Dr. C. Wickramarachchi,16:00-17:45,General,Biology
Zoology,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,BIO P,BIO,BIO P Practicals,2,P,Practicals,NA,08:55-12:00,General,Biology
Zoology,Tuesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Entomology,BIO 212 1.0,BIO,BIO 212 1.0 Entomology,2,A1,Lecture,Dr. A. G. W. U. Perera,14:00-15:00,General,Biology
Zoology,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Developmental Biology,BIO 211 1.0,BIO,BIO 211 1.0 Developmental Biology,2,A1,Lecture,Prof. L. D. C. Peiris,08:55-09:45,General,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Environmental Science,BIO 209 1.0,BIO,BIO 209 1.0 Environmental Science,2,A1,Lecture,Snr. Prof. M. M. Pathmalal,10:15-12:00,General,Biology
Zoology,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Genetics and Molecular Biology,BIO 207 2.0,BIO,BIO 207 2.0 Genetics and Molecular Biology,2,A1,Lecture,Dr. H. S. D. Fernando,10:15-12:00,General,Biology
Zoology,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Host Microbial Interactions,BIO 210 1.0,BIO,BIO 210 1.0 Host Microbial Interactions,2,NFC3,Lecture,Ms. H.T. Mandakini,13:00-14:00,General,Biology
Zoology,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Microbial Ecology,BIO 354 1.0,BIO,BIO 354 1.0 Microbial Ecology,3,A1,Lecture,Snr. Prof. M. M. Pathmalal,11:10-12:00,General,Biology
Zoology,Monday,1970-01-01T11:10:00Z,1970-01-01T12:00:00Z,Microbial Ecology,BIO 354 1.0,BIO,BIO 354 1.0 Microbial Ecology,3,A1,Lecture,Snr. Prof. M. M. Pathmalal,11:10-12:00,Special,Biology
Zoology,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Immunology,BIO 355 1.0,BIO,BIO 355 1.0 Immunology,3,A1,Lecture,Dr. K. V. K. Gunathilake,15:00-16:00,General,Biology
Zoology,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Immunology,BIO 355 1.0,BIO,BIO 355 1.0 Immunology,3,A1,Lecture,Dr. K. V. K. Gunathilake,15:00-16:00,Special,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Nutrition,BIO 308 2.0,BIO,BIO 308 2.0 Nutrition,3,NFC3,Lecture,Dr. K. V. K. Gunathilake,13:00-15:00,General,Biology
Zoology,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Nutrition,BIO 308 2.0,BIO,BIO 308 2.0 Nutrition,3,NFC3,Lecture,Dr. K. V. K. Gunathilake,13:00-15:00,Special,Biology
Zoology,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Bioinformatics,BIO 345 1.0,BIO,BIO 345 1.0 Bioinformatics,3,BLT,Lecture,Dr. I. U. Kariyawasam,16:00-17:00,General,Biology
Zoology,Tuesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Bioinformatics,BIO 345 1.0,BIO,BIO 345 1.0 Bioinformatics,3,BLT,Lecture,Dr. I. U. Kariyawasam,16:00-17:00,Special,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Bioinformatics,BIO 345 1.0,BIO,BIO 345 1.0 Bioinformatics,3,BLT,Lecture,Dr. I. U. Kariyawasam,10:15-11:05,General,Biology
Zoology,Thursday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Bioinformatics,BIO 345 1.0,BIO,BIO 345 1.0 Bioinformatics,3,BLT,Lecture,Dr. I. U. Kariyawasam,10:15-11:05,Special,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,BIO P,BIO,BIO P Practicals,3,P,Practicals,NA,08:55-12:00,General,Biology
Zoology,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,BIO P,BIO,BIO P Practicals,3,P,Practicals,NA,08:55-12:00,Special,Biology
Zoology,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,BIO P,BIO,BIO P Practicals,3,P,Practicals,NA,13:00-16:00,General,Biology
Zoology,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Practicals,BIO P,BIO,BIO P Practicals,3,P,Practicals,NA,13:00-16:00,Special,Biology
Zoology,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Microbial Enzymes in Biotechnology,BIO 428 1.0,BIO,BIO 428 1.0 Microbial Enzymes in Biotechnology,4,SLH - Botany,Lecture,Dr. R. Wimalasekara,08:00-09:45,Special,Biology
Zoology,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Advanced Applied Microbiology,BIO 429 2.0,BIO,BIO 429 2.0 Advanced Applied Microbiology,4,SLH - Botany,Lecture,Dr. Anusha Ekanayaka,13:00-15:00,Special,Biology
Mathematics,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Vector Calculus,MAT 123 1.0,MAT,MAT 123 1.0 Vector Calculus,1,S1,Lecture,Mr. G. J. K. Silva,13:00-14:00,General,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Linear Algebra I,MAT 121 2.0,MAT,MAT 121 2.0 Linear Algebra I,1,S1,Lecture,Dr. Menaka Liyanage,08:00-09:45,General,Physical
Mathematics,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,Tutorial,MAT T,MAT,MAT T  Tutorial,1,S1,Tutorial,NA,17:00-17:45,General,Physical
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Calculus,MAT 122 2.0,MAT,MAT 122 2.0  Calculus,1,S1,Lecture,Dr. R. N. P. De Silva,10:15-12:00,General,Physical
Mathematics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Partial Differential Equations,MAT 222 2.0,MAT,MAT 222 2.0 Partial Differential Equations,2,S1,Lecture,Dr. P.G.T.Harshani,08:00-09:45,General,Physical
Mathematics,Wednesday,1970-01-01T14:00:00Z,1970-01-01T15:00:00Z,Tutorial,MAT T,MAT,MAT T  Tutorial,2,NFC4,Tutorial,NA,14:00-15:00,General,Physical
Mathematics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Functions of Several Variables,MAT 221 2.0,MAT,MAT 221 2.0 Functions of Several Variables,2,S1,Lecture,Dr. R. P. K. De Silva / Dr. Prabath Silva,08:00-09:45,General,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Basics of Number Theory,MAT 223 1.0,MAT,MAT 223 1.0 Basics of Number Theory,2,S1,Lecture,Dr. Jayantha Senadeera,08:00-08:50,General,Physical
Mathematics,Friday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Tutorial,MAT T,MAT,MAT T  Tutorial,2,S1,Tutorial,NA,08:55-09:45,General,Physical
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Differential Geometry,MAT 322 2.0,MAT,MAT 322 2.0 Differential Geometry,3,S1,Lecture,Dr. Thanuja Paragoda,10:15-12:00,General,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Abstract Algebra,MAT 321 2.0,MAT,MAT 321 2.0 Abstract Algebra,3,S1,Lecture,Dr. J. K. Rathnayake,08:00-09:45,General,Physical
Mathematics,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Optimization,MAT 323 1.0,MAT,MAT 323 1.0 Optimization,3,S1,Lecture,Dr. N. C. Ganegoda,13:00-15:00,General,Physical
Mathematics,Friday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Tutorial,MAT T,MAT,MAT T  Tutorial,3,C1,Tutorial,NA,15:00-16:00,General,Physical
Mathematics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Graph Theory,MAT 353 3.0,MAT,MAT 353 3.0 Graph Theory,3,M2,Lecture,Dr. G. H. J. Lanel,08:00-09:45,Special,Physical
Mathematics,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Seminar and Report Writing,MAT 380 2.0,MAT,MAT 380 2.0 Seminar and Report Writing,3,M1,Lecture,Prof. K. B. M. Fonseka,08:55-12:00,Special,Physical
Mathematics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Complex Variables,MAT 377 3.0,MAT,MAT 377 3.0 Complex Variables,3,M1,Lecture,Dr. B.V.N.C. Vidanage,13:00-16:00,Special,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Graph Theory,MAT 353 3.0,MAT,MAT 353 3.0 Graph Theory,3,M2,Lecture,Dr. G. H. J. Lanel,08:00-09:45,Special,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Topology,MAT 382 2.0,MAT,MAT 382 2.0 Topology,3,M2,Lecture,Mr. G. J. K. Silva,10:15-12:00,Special,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T11:05:00Z,Ring Theory,MAT 375 3.0,MAT,MAT 375 3.0 Ring Theory,3,M1,Lecture,Dr. L. M. Liyanage,08:00-11:05,Special,Physical
Mathematics,Friday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Seminar and Report Writing,MAT 380 2.0,MAT,MAT 380 2.0 Seminar and Report Writing,3,M1,Lecture,Prof. K. B. M. Fonseka,13:00-16:00,Special,Physical
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Fields and Galois Theory,MAT 451 3.0,MAT,MAT 451 3.0 Fields and Galois Theory,4,M2,Lecture,Mr. K. K. W. A. Sarath Kumara,10:15-12:00,Special,Physical
Mathematics,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Differential Geometry and Manifolds,MAT 484 2.0,MAT,MAT 484 2.0 Differential Geometry and Manifolds,4,M1,Lecture,Dr. Prabath Silva,13:00-15:00,Special,Physical
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Combinatorics,MAT 483 2.0,MAT,MAT 483 2.0 Combinatorics,4,SRL - Mathematics,Lecture,Dr. Jayantha Senadeera,10:15-12:00,Special,Physical
Mathematics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Functional Analysis,MAT 476 3.0,MAT,MAT 476 3.0 Functional Analysis,4,SRL - Mathematics,Lecture,Dr. Prabath Silva,13:00-15:00,Special,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Univalent Functions and Conformal Mappings,MAT 485 2.0,MAT,MAT 485 2.0 Univalent Functions and Conformal Mappings,4,SRL - Mathematics,Lecture,Dr. B.V.N.C. Vidanage,08:00-09:45,Special,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Computational Mathematics,MAT 454 2.0,MAT,MAT 454 2.0 Computational Mathematics,4,SRL - Mathematics,Lecture,Dr. G. H. J. Lanel,10:15-12:00,Special,Physical
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Fields and Galois Theory,MAT 451 3.0,MAT,MAT 451 3.0 Fields and Galois Theory,4,M2,Lecture,Mr. K. K. W. A. Sarath Kumara,10:15-12:00,Special,Physical
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Functional Analysis,MAT 476 3.0,MAT,MAT 476 3.0 Functional Analysis,4,SRL - Mathematics,Lecture,Dr. Prabath Silva,13:00-15:00,Special,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Category Theory,MAT 478 2.0,MAT,MAT 478 2.0 Category Theory,4,SRL - Mathematics,Lecture,Dr. J. K. Rathnayake,10:15-12:00,Special,Physical
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Classical Mechanics,AMT 121 2.0,AMT,AMT 121 2.0 Classical Mechanics,1,C2,Lecture,Mrs. D. S. Rodrigo,10:15-12:00,General,Physical
Mathematics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Computational Mathematics,AMT 122 2.0,AMT,AMT 122 2.0 Computational Mathematics,1,M1,Lecture,Dr. R. N. P. De Silva,13:00-15:00,General,Physical
Mathematics,Thursday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Mathematical Modelling I,AMT 123 1.0,AMT,AMT 123 1.0 Mathematical Modelling I,1,M1,Lecture,Prof. R. P. K. C. M. Ranasinghe,08:55-09:45,General,Physical
Mathematics,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Fluid Dynamics,AMT 222 2.0,AMT,AMT 222 2.0 Fluid Dynamics,2,M1,Lecture,Dr. N. C. Ganegoda,13:00-15:00,General,Physical
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Mathematical Computing,AMT 221 2.0,AMT,AMT 221 2.0 Mathematical Computing,2,F2,Lecture,Ms. T. A. H. Dilpriya,10:15-12:00,General,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Discrete Mathematics,AMT 223 1.0,AMT,AMT 223 1.0 Discrete Mathematics,2,B3,Lecture,Dr. R. P. K. De Silva,10:15-11:05,General,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Quantum Mechanics,AMT 322 2.0,AMT,AMT 322 2.0 Quantum Mechanics,3,PLT,Lecture,Mrs. D. S. Rodrigo,10:15-12:00,General,Physical
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Operations Research I,AMT 323 1.0,AMT,AMT 323 1.0 Operations Research I,3,PLT,Lecture,Dr. M. T. M. Perera,13:00-15:00,General,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Regression Analysis,AMT 325 2.0,AMT,AMT 325 2.0 Regression Analysis,3,M2,Lecture,Mr. Chammika De Mel,10:15-12:00,General,Physical
Mathematics,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Seminar and Report Writing,AMT 355 2.0,AMT,AMT 355 2.0 Seminar and Report Writing,3,M1,Lecture,Prof. K. B. M. Fonseka,08:55-12:00,Special,Physical
Mathematics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Data Analysis and Preparation of Reports,AMT 378 2.0,AMT,AMT 378 2.0 Data Analysis and Preparation of Reports,3,M2,Lecture,Mr. Jayasooriya,13:00-15:00,Special,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Statistical Quality Control,AMT 390 2.0,AMT,AMT 390 2.0 Statistical Quality Control,3,M1,Lecture,Dr. M. T. M. Perera,08:00-09:45,Special,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Quantum Mechanics,AMT 322 2.0,AMT,AMT 322 2.0 Quantum Mechanics,3,PLT,Lecture,Mrs. D. S. Rodrigo,10:15-12:00,Special,Physical
